2456724.6748   0.0015   -0.0077   -4324
2456724.6770   0.0030   -0.0055   -4324
2456728.6430   0.0028   -0.0070   -4317
2456728.6440   0.0020   -0.0060   -4317
2456736.5858   0.0022   +0.0010   -4303
2456736.5863   0.0040   +0.0015   -4303
2456757.5551   0.0025   -0.0003   -4266
2456757.5570   0.0031   +0.0016   -4266
2456761.5205   0.0021   -0.0023   -4259
2456761.5210   0.0030   -0.0018   -4259
2456762.6529   0.0022   -0.0034   -4257
2456762.6536   0.0018   -0.0027   -4257
2456765.4858   0.0021   -0.0044   -4252
2456765.4890   0.0033   -0.0012   -4252
2456782.4937   0.0020   +0.0003   -4222
2456787.5997   0.0029   +0.0053   -4213
2456791.5654   0.0023   +0.0036   -4206
2456794.3948   0.0021   -0.0008   -4201
2456795.5242   0.0029   -0.0050   -4199
2456795.5256   0.0025   -0.0036   -4199
2456795.5278   0.0026   -0.0014   -4199
2456795.5290   0.0024   -0.0002   -4199
2456799.4943   0.0030   -0.0023   -4192
2456816.5001   0.0016   +0.0003   -4162
2456816.5042   0.0047   +0.0044   -4162
2456820.4682   0.0022   +0.0010   -4155
2456820.4700   0.0021   +0.0028   -4155
2456820.4739   0.0072   +0.0067   -4155
2456824.4359   0.0022   +0.0013   -4148
2456825.5706   0.0015   +0.0025   -4146
2456828.4010   0.0021   -0.0010   -4141
2456828.4018   0.0020   -0.0002   -4141
2456829.5333   0.0021   -0.0023   -4139
2456833.4981   0.0020   -0.0049   -4132
2456841.4411   0.0021   +0.0033   -4118
2456854.4730   0.0018   -0.0006   -4095
2456854.4732   0.0029   -0.0004   -4095
2456854.4739   0.0039   +0.0003   -4095
2456855.6079   0.0015   +0.0008   -4093
2456858.4423   0.0010   +0.0013   -4088
2456862.4098   0.0019   +0.0014   -4081
2456863.5414   0.0014   -0.0005   -4079
2456866.3778   0.0026   +0.0020   -4074
2456897.5444   0.0032   -0.0039   -4019
2456901.5142   0.0019   -0.0015   -4012
2456902.6467   0.0023   -0.0026   -4010
2456904.3472   0.0020   -0.0024   -4007
2456904.3475   0.0024   -0.0021   -4007
2456914.5507   0.0028   -0.0008   -3989
2456915.6843   0.0012   -0.0007   -3987
2456915.6849   0.0016   -0.0001   -3987
2456919.6504   0.0009   -0.0021   -3980
2456919.6509   0.0010   -0.0016   -3980
2456921.3508   0.0021   -0.0020   -3977
2456926.4534   0.0034   -0.0003   -3968
2456926.4553   0.0020   +0.0016   -3968
2456927.5826   0.0030   -0.0047   -3966
2456930.4214   0.0011   +0.0003   -3961
2456934.3910   0.0020   +0.0024   -3954
2456940.6201   0.0012   -0.0030   -3943
2456940.6215   0.0011   -0.0016   -3943
2456947.4226   0.0022   -0.0017   -3931
2456951.3883   0.0020   -0.0034   -3924
2456953.6547   0.0014   -0.0041   -3920
2456956.5016   0.0045   +0.0089   -3915
2456959.3273   0.0024   +0.0007   -3910
2456963.2975   0.0017   +0.0035   -3903
2456972.3607   0.0021   -0.0016   -3887
2456980.2982   0.0020   +0.0010   -3873
2456981.4274   0.0024   -0.0033   -3871
2457001.2719   0.0032   +0.0041   -3836
