2457126.5266   0.0027   +0.0020   -3615
2457152.5942   0.0026   -0.0020   -3569
2457160.5319   0.0015   +0.0009   -3555
2457173.5644   0.0018   -0.0024   -3532
2457177.5274   0.0018   -0.0068   -3525
2457194.5383   0.0016   +0.0009   -3495
2457198.5043   0.0017   -0.0005   -3488
2457202.4759   0.0017   +0.0037   -3481
2457203.6097   0.0016   +0.0040   -3479
2457213.8016   0.0010   -0.0060   -3461
2457219.4691   0.0031   -0.0063   -3451
2457240.4493   0.0018   +0.0033   -3414
2457241.5827   0.0019   +0.0032   -3412
2457254.6114   0.0018   -0.0039   -3389
2457261.4117   0.0017   -0.0049   -3377
2457265.3800   0.0029   -0.0040   -3370
2457273.3204   0.0029   +0.0016   -3356
2457274.4561   0.0024   +0.0037   -3354
2457274.4632   0.0070   +0.0108   -3354
2457286.3558   0.0019   +0.0012   -3333
2457287.4879   0.0021   -0.0002   -3331
2457290.3219   0.0023   -0.0001   -3326
2457291.4518   0.0026   -0.0037   -3324
2457291.4527   0.0019   -0.0028   -3324
2457291.4537   0.0021   -0.0018   -3324
2457294.2853   0.0017   -0.0041   -3319
2457299.3844   0.0016   -0.0060   -3310
2457312.4343   0.0029   +0.0082   -3287
2457324.3317   0.0033   +0.0033   -3266
2457325.4686   0.0043   +0.0067   -3264
2457328.2981   0.0026   +0.0023   -3259
2457333.3908   0.0023   -0.0059   -3250
2457349.2663   0.0032   -0.0001   -3222
